Patient/Cell,IFNg-50ng - 15min,IFNg-50ng+IL6-50ng - 15min,IL10-50ng - 15min,IL2-50ng - 15min,IL4-50ng - 15min,IL6-50ng - 15min,TGFB-50ng - 15min,Untreated - 15min,Untreated - 15 min
Patient 58 - CD33 Myeloid,0.1430914718818361,0.08025312199783878,0.7034734075833349,0.006846288379479162,0.05985987237406704,0.07318346854801884,0.025234715907169723,0.0,0
Patient 60 - CD33 Myeloid,-0.2639848103721824,8.002944443256332e-05,0.6643236936926407,-0.19896658643175186,-0.026827120644069672,-0.17009076480760962,0.006371088369160942,0.0,0
Patient 61 - CD33 Myeloid,0.014212725379728229,8.534926246520326e-05,1.0,0.020091803986195138,0.040277464524482096,0.05913989701968371,0.042931319805974574,0.0,0
Patient 62 - CD33 Myeloid,-0.22319242435072228,6.882890210669293e-05,1.0,0.0978145281285142,0.06832318443898454,0.05999446904934947,0.07427036533556138,0.0,0
Patient 63 - CD33 Myeloid,0.14946405585268446,0.11595738962191617,0.9419093233157675,0.0885602344941418,0.20316106919354054,0.09664824484914142,0.04326150887009417,0.0,0
Patient 66 - CD33 Myeloid,0.15718191485687036,0.17726802789727103,0.7383647980915826,0.039305255721361045,0.04914463644685429,0.09259553076160194,0.04149165401072469,0.0,0
Patient 68 - CD33 Myeloid,-0.0021373444686147514,3.675223095485948e-05,0.3701661960005097,-0.02314816292641699,0.013599552857287932,-0.026428533551799523,0.005706958900445863,0.0,0
Patient 69 - CD33 Myeloid,0.17176972305812604,7.251278131269945e-05,0.8080619255049825,-0.016442770688362165,0.0017194180755852016,0.018852239733029876,0.021887213086276634,0.0,0
Patient 70 - CD33 Myeloid,0.2682416070773242,0.36743543642153703,0.9124253731436829,0.04216149879267334,0.09424206315462137,0.257296070179901,0.029528512200568596,0.0,0
Patient 79 - CD33 Myeloid,-0.049424268649832785,-0.02555119292248048,0.2741681038190811,-0.18974428818546815,-0.15116427166174298,-0.09452618905258155,-0.11988211889865363,0.0,0
Patient 19186-2 - CD33 Myeloid,0.060297076701386405,6.765949249005932e-05,0.5733541597558668,0.06131445588832011,0.10472641659661595,0.08547705276566686,0.15201376460008,0.0,0
Patient 19186-3 - CD33 Myeloid,0.013263268954806963,7.681545815650955e-05,1.0,-0.017127071324417507,0.0530252970018674,0.008450076011228425,0.004078592622597833,0.0,0
Patient 19186-4 - CD33 Myeloid,0.1008120544039834,0.05270585229425973,0.2687175887678675,0.0264282493198433,0.0153782059816804,0.04974048532094209,5.628911806038382e-07,0.0,0
Patient 19186-8 - CD33 Myeloid,0.19242439084869434,0.23287128793138293,0.5249590246654823,0.16310377083389713,0.09459506921027241,0.12634486180912494,1.7107893616623413e-06,0.0,0
Patient 19186-10-T1 - CD33 Myeloid,-0.22898485763594353,7.708510899753033e-05,0.49894425249087504,-0.13073880584514616,-0.1008683115121152,0.026040447546869336,2.927971960121828e-06,0.0,0
Patient 19186-10-T2 - CD33 Myeloid,-0.2262403418829968,6.0836842986728116e-05,0.5127071875660798,-0.012408523523094878,-0.03578540508895135,-0.04146660102707245,1.6005650419297943e-06,0.0,0
Patient 19186-10-T3 - CD33 Myeloid,0.11657708864814081,6.339698939861467e-05,0.5501185449588741,0.027526862750964654,0.06115395560627777,0.08653298901908803,6.050387905454425e-06,0.0,0
Patient 19186-15-T1 - CD33 Myeloid,-0.0016358735193701666,8.20589018591809e-05,0.3797845353677353,-0.022765277084786147,-0.002760673893465875,0.08572906395091519,4.820584120145001e-06,0.0,0
Patient 19186-15-T2 - CD33 Myeloid,0.0748592379666519,4.825276750519549e-05,0.35216593426586207,0.02409138154122829,0.01917612213482381,0.11437526067509031,5.255770510741867e-06,0.0,0
Patient 19186-15-T3 - CD33 Myeloid,-0.1839419108061747,7.494746001282984e-05,0.3154498374274919,-0.03724982896864851,-0.06351187160022795,-0.019984019904998637,3.816043512920189e-06,0.0,0
Patient 19186-14 - CD33 Myeloid,-0.1775354890993531,3.859012543347229e-05,0.32155735451507395,-0.14765329729885657,-0.12620257898721518,-0.21590908059981256,-0.07015399042675512,0.0,0
Patient 21368-3 - CD33 Myeloid,0.008730434047651314,7.643318052315456e-05,1.0,-0.08186072349245256,0.10598247621170885,-0.005772086454825645,0.07567489120458423,0.0,0
Patient 21368-4 - CD33 Myeloid,0.022115216582167075,7.814985893250387e-05,1.0,0.018443631869529298,0.05650235269839811,-0.005939865835915386,0.028431716021787897,0.0,0
Patient 406 - CD33 Myeloid,0.2614790679672377,0.16076866075487117,0.5368443420744581,0.13954620427375908,0.17958204327128394,0.2648219720498955,2.7351495681547695e-06,0.0,0
Patient 26 - CD4 Naive,0.02192973274139711,9.192076748621293e-05,0.5857281392448946,0.02825194893690556,0.0747897185035498,0.760229091486395,0.06394106526396506,0.0,0
Patient 28 - CD4 Naive,-0.04728597419708547,9.75482796332792e-05,0.4434530935407705,0.005666042978861709,0.01764044270019513,0.3640888908435095,-0.009045580029364678,0.0,0
Patient 30 - CD4 Naive,0.025303533884576505,0.00010249169960945252,0.4604573378411941,0.038925592729900114,0.09541546484017849,0.5013699355011271,0.03309697092521772,0.0,0
Patient 34 - CD4 Naive,0.039332822233510104,0.00010754761696811117,0.5995086737827866,-0.007975422846128991,0.0499899507879567,0.8217633973138774,-0.040879500886977824,0.0,0
Patient 35 - CD4 Naive,-0.03276126894702563,0.5512794426812306,0.6647728171586837,-0.041138313534301474,-0.02423838819498526,0.761113655002454,-0.03501187704770406,0.0,0
Patient 43 - CD4 Naive,-0.16572067384378003,0.06539012991133031,0.09236158835600287,-0.16438026650580917,-0.1763609148553781,0.03737987172236613,-0.17958296417705716,0.0,0
Patient 44 - CD4 Naive,-0.008272707023643043,0.22134161001453292,0.24600408360104992,-0.00774812597620917,-0.04570479788355978,0.43936355842535474,-0.06154428269515301,0.0,0
Patient 45 - CD4 Naive,0.038781897384479444,0.2840462918896371,0.2814953083477813,0.027053220752986926,-0.014147347859044734,0.44662452662945695,0.021275681486122393,0.0,0
Patient 52 - CD4 Naive,-0.0292309160899284,0.5032751362015369,0.38553848463197443,-0.10499114073871471,-0.08693712295172511,0.7181157158816454,-0.07591312982359354,0.0,0
Patient 52A - CD4 Naive,0.015769386433982242,7.53846626695616e-05,0.5950386305867067,0.04567360000504075,0.014470168764561746,0.721782651726935,-0.003175958887296913,0.0,0
Patient 54 - CD4 Naive,-0.0478526827627822,0.4767346974514449,0.6411120446466562,0.025010866600194182,0.03658859772758755,0.6514577086994187,-0.05400838630436475,0.0,0
Patient 56 - CD4 Naive,-0.037619771739221784,0.13893763818834978,0.24569588587222943,-0.013473374971974919,-0.03924851716486598,0.30849143042354027,-0.08430022691464457,0.0,0
Patient 58 - CD4 Naive,-0.009813070968389032,0.01747948276017065,0.24315793117893836,-0.0063942543451283125,0.010908408382781475,0.026394221026919715,-0.0731905943964605,0.0,0
Patient 60 - CD4 Naive,-0.0048158934497663265,8.526736372940107e-05,0.5034155972519997,0.015231168811632495,0.035726162683751256,0.6277815167534345,-0.04490984540213429,0.0,0
Patient 61 - CD4 Naive,-0.1812741745563178,9.403745382781079e-05,0.35912813674103417,0.019839540386369422,0.03273410228352691,0.5800860266526053,-0.016838113575665278,0.0,0
Patient 62 - CD4 Naive,0.021608024114568813,8.14934289752522e-05,0.24348371182430018,0.013869820136819002,0.04947525826584313,0.3135077863855786,0.004149465344662025,0.0,0
Patient 63 - CD4 Naive,0.010556761049851067,0.09027285639452177,0.2686838309311471,0.037733914382957506,0.07179726437118578,0.21631234274237185,-0.07239027449368945,0.0,0
Patient 66 - CD4 Naive,0.041676584307378674,0.17446926980079708,0.20118587210668618,0.021496667601587156,0.052238831671878115,0.3078753947728234,-0.024968330423643624,0.0,0
Patient 68 - CD4 Naive,0.07989179951157116,9.258567299165346e-05,0.5601126543560844,0.1257386993143727,0.16750827793837175,0.5349560819936087,0.11155293800944008,0.0,0
Patient 69 - CD4 Naive,-0.009229285576981367,8.143243963045055e-05,0.29864769560879595,0.02010088431436501,0.042874969947994966,0.4818869882232199,0.024958546982810435,0.0,0
Patient 70 - CD4 Naive,0.05469013478345569,0.434495221925486,0.5455600254549609,0.07059410619320146,0.09192600065322261,0.6166438923078439,-0.021694841324133483,0.0,0
Patient 79 - CD4 Naive,-0.10102939880270274,0.29939794270524317,0.2807154162213345,-0.10485598562100484,-0.0903131996615025,0.49204447121351647,-0.1466654263830601,0.0,0
Patient 19186-2 - CD4 Naive,-0.02369497879847403,9.877896294518925e-05,0.44555775960247895,0.02084547300649789,0.0497692417165956,0.2910134090713072,-0.005501502709818842,0.0,0
Patient 19186-3 - CD4 Naive,0.008944110218079136,0.00011139751345054894,0.7446334847865487,0.027201219188524122,-0.0005028644534102473,0.261748842444728,-0.021199725348895464,0.0,0
Patient 19186-4 - CD4 Naive,0.08471088140466605,0.21757030101694097,0.15628011336880496,0.11257534105752069,0.14079835174449065,0.2748153294973605,3.3924769615773087e-06,0.0,0
Patient 19186-8 - CD4 Naive,0.06838139380367166,0.34931090826559796,0.11314038648728879,0.10392621837635968,0.047015897278366706,0.508011161686786,3.3832278389433144e-07,0.0,0
Patient 19186-10-T1 - CD4 Naive,-0.042119435679132365,4.289011630052437e-05,0.17533847536354344,0.012203495191816495,0.0535855704904327,0.45765627375188045,3.0072485592608974e-06,0.0,0
Patient 19186-10-T2 - CD4 Naive,-0.045150766048487515,4.4189577232980754e-05,0.17827630927205687,0.05418360466354043,0.14827271603534295,0.20659222459629942,3.718538316309319e-06,0.0,0
Patient 19186-10-T3 - CD4 Naive,-0.07599061377814931,4.235259370720179e-05,0.13727656522008966,0.040832982771115765,0.07368858875073366,0.4187019386641036,1.4121874053900603e-06,0.0,0
Patient 19186-15-T1 - CD4 Naive,-0.041003887914194924,5.107647095738764e-05,0.12550445687185796,0.04622220250673463,0.07919733075983122,0.6622577672391048,3.513094101084393e-06,0.0,0
Patient 19186-15-T2 - CD4 Naive,-0.0305767746303618,4.222015702860591e-05,0.15488159046083047,0.04225403813711315,0.07608576155743645,0.6463820906660006,4.967554564851567e-06,0.0,0
Patient 19186-15-T3 - CD4 Naive,-0.041840931413466315,3.951388769690175e-05,0.07196574873579914,0.04119849244309181,0.04593822958601605,0.23701589451887517,4.646009829338944e-06,0.0,0
Patient 19186-14 - CD4 Naive,-0.014393125776051266,7.233869274975137e-05,0.3475421318771578,0.029179301475756064,0.027490503386886304,0.13294304264303888,-0.017065976743853635,0.0,0
Patient 21368-3 - CD4 Naive,-0.008134419548931748,0.00010126511036412764,0.4638382431822802,0.042241656456858505,0.0539287714106802,0.25968012042996796,0.031649819633800876,0.0,0
Patient 21368-4 - CD4 Naive,-0.00885254363025953,8.310857865824525e-05,0.35161499586535777,0.02329472971673547,0.04172425635212692,0.09991309402834736,0.015751261205798516,0.0,0
Patient 406 - CD4 Naive,0.028206778609913056,0.16615913499358798,0.12784104426021237,0.06531440141828075,0.10503883444362092,0.19695293393161023,2.6897910414186774e-06,0.0,0
Patient 26 - CD4 TCM,0.059278218239391445,0.0001265138415135276,0.9049897534728469,0.06337773871670316,0.06194679633820423,0.8034086913775983,0.06278868483155108,0.0,0
Patient 28 - CD4 TCM,0.023255980267233176,0.00010888591952984815,0.8341355466247439,0.017607094981564923,0.03510962779702105,0.4158767302090557,0.01767274222241578,0.0,0
Patient 30 - CD4 TCM,0.03642646644257801,0.00011116943022223126,0.7197028835605954,0.05883012682339561,0.0627035378203972,0.406262385001849,0.03117034731492182,0.0,0
Patient 34 - CD4 TCM,0.04334276792543955,0.00012491370830929142,0.8260593530140687,0.006327676427344658,0.017002565031729224,0.6742038072982032,-0.029335782094418634,0.0,0
Patient 35 - CD4 TCM,-0.0849662520518389,0.3735595165049679,0.9197742354402807,-0.0768048019542336,-0.06860482316594375,0.5414460188092424,-0.07748997043643731,0.0,0
Patient 43 - CD4 TCM,-0.16410124236300336,0.08644986616235059,0.48158868563839463,-0.11243804460452886,-0.15527515278235968,0.0763043365672111,-0.19769710971991983,0.0,0
Patient 44 - CD4 TCM,-0.041656017880303174,0.16367788024624033,0.6212001369326011,-0.04195210084420629,-0.10434975262775223,0.3915255406938259,-0.11092078017869629,0.0,0
Patient 45 - CD4 TCM,0.027357938828948856,0.25893876602001514,0.5750936694620885,0.026498929661751335,-0.025898711830557215,0.45029170875819696,-0.0080570369251422,0.0,0
Patient 52 - CD4 TCM,-0.02829023513036609,0.34595550081944765,0.6355535242682065,-0.10004620877448236,-0.09093966147791051,0.49729032719268584,-0.07159201418669184,0.0,0
Patient 52A - CD4 TCM,0.03017198010380228,0.00011776552462528646,0.9356308852169257,0.035006444191795674,-0.018559166957139512,0.5405803527578124,0.012104502430559256,0.0,0
Patient 54 - CD4 TCM,-0.009308507914108703,0.47637021504816235,0.8423499388403877,0.006606236293420954,0.05022739227808836,0.6184112756092457,0.015078635294842139,0.0,0
Patient 56 - CD4 TCM,-0.0503759200675003,0.10208855757158261,0.5798388159036756,-0.032846726730678226,-0.05893958830286315,0.25303203800322693,-0.09743520978031818,0.0,0
Patient 58 - CD4 TCM,0.01028891967247973,0.025655257416223015,0.8479263109386915,0.060051975164183764,0.039792744040965077,0.062427347942650424,-0.04155531913449378,0.0,0
Patient 60 - CD4 TCM,-0.023488667940856255,0.00011240423383898011,0.8065242858150988,-0.004037165940368214,0.004467660111255118,0.4523983946699092,-0.08265465994785452,0.0,0
Patient 61 - CD4 TCM,-0.044233390989336666,0.00010988688955813824,0.7126950237679887,-0.003275478212491312,-0.008318982592390705,0.4999717417843717,-0.02721104068847408,0.0,0
Patient 62 - CD4 TCM,0.030003393057934036,9.194434050764415e-05,0.48106530030684197,0.010254250191514354,0.04132436363405766,0.31859740934857045,-0.015858508287757096,0.0,0
Patient 63 - CD4 TCM,-0.005881837579128293,0.08417721584785337,0.630410551664335,0.029583320997085195,0.06442788190928482,0.1930376635451956,-0.07197455119369191,0.0,0
Patient 66 - CD4 TCM,0.04822297256234655,0.27950761388353673,0.6461316405755763,0.042271729885781296,0.05158919250498356,0.4337004040520132,-0.008409442749919857,0.0,0
Patient 68 - CD4 TCM,0.04177697600401648,0.00013027132225861535,0.9914421420368872,0.07496869634576567,0.11674144263691465,0.5733398418801642,0.05301699839016901,0.0,0
Patient 69 - CD4 TCM,0.02348693711937886,0.0001277346854618008,0.8136915555478345,0.017308911392846293,0.04001728045191565,0.633146349597822,0.05249552225138641,0.0,0
Patient 70 - CD4 TCM,0.05302581545687597,0.4153743946062659,0.8505886045214396,0.056810490428047984,0.07961546747743273,0.5774687028364414,0.009301784141623982,0.0,0
Patient 79 - CD4 TCM,-0.07791940799564602,0.251568051046443,0.6370102263410728,-0.0725381798617816,-0.0753584165525226,0.39916607976297797,-0.09778893940814307,0.0,0
Patient 19186-2 - CD4 TCM,0.02616455835561102,0.00013833381043415772,1.0,0.09454396657543743,0.083340028630245,0.32656727913774736,0.009288201003291002,0.0,0
Patient 19186-3 - CD4 TCM,0.006002874970771378,0.00011974574825684762,1.0,0.05140658442929316,0.013864502837563145,0.2590159019901568,-0.01782086790366562,0.0,0
Patient 19186-4 - CD4 TCM,0.06635940076264867,0.19779296176528674,0.2545813911496189,0.109212327378348,0.11743548951409895,0.2373058267117349,4.844746133723947e-06,0.0,0
Patient 19186-8 - CD4 TCM,0.03489253959061475,0.2973825623923785,0.20110999496153775,0.07547757225068892,0.014028396170430443,0.4161288965299582,1.8353237563053435e-06,0.0,0
Patient 19186-10-T1 - CD4 TCM,-0.04638438989997117,6.111153252728746e-05,0.4178485544046468,0.01038153438914793,0.01954052491257258,0.48078142548525643,5.3554747592832404e-06,0.0,0
Patient 19186-10-T2 - CD4 TCM,-0.03385362870689013,6.0651491266660814e-05,0.39163503245365267,0.05715126967929972,0.14769698883985627,0.22451151353026483,6.107001613139227e-06,0.0,0
Patient 19186-10-T3 - CD4 TCM,-0.06873087700055819,6.219840172592621e-05,0.35237226247736836,0.04870468790875162,0.0704493951799966,0.4594294659386921,4.277956629967683e-06,0.0,0
Patient 19186-15-T1 - CD4 TCM,-0.03784486816895688,6.854537260069081e-05,0.3481164850042389,0.03311873953073903,0.05697679575805098,0.956507680203853,5.51872010499928e-06,0.0,0
Patient 19186-15-T2 - CD4 TCM,-0.048166890427221644,6.0359692009732824e-05,0.3791159369678579,0.02262156493869413,0.057252551149902374,0.9793454825900192,8.592182885743835e-06,0.0,0
Patient 19186-15-T3 - CD4 TCM,-0.049780861605514815,5.3355557858007794e-05,0.26684587803010434,0.028481889713667538,0.03576943730144053,0.4023580613358096,6.968041510821324e-06,0.0,0
Patient 19186-14 - CD4 TCM,-0.02356067992947008,9.29807717848733e-05,0.7909983718879817,0.038986989604485905,0.0015955238277869312,0.0961899565801176,-0.011780049687508516,0.0,0
Patient 21368-3 - CD4 TCM,0.01350305989589147,0.0001124931506334477,0.8541732960113786,0.03478661646953017,0.056922037574191585,0.24992620727360562,0.03352281184436826,0.0,0
Patient 21368-4 - CD4 TCM,-0.01022747849092769,7.984096583387824e-05,0.5662888621201875,0.022993769423906688,0.0179497169049061,0.1188876298794022,0.010525640697532668,0.0,0
Patient 406 - CD4 TCM,0.029615050803478232,0.1673313257595622,0.20329864214494475,0.07153548315855465,0.09359349001078543,0.1916286764718331,4.2111762037443545e-06,0.0,0
Patient 26 - CD4 TEM,0.12613322558756276,0.000134706166508304,1.0,0.07176609238550637,0.10339355127655415,0.774929888337503,0.08641497318358947,0.0,0
Patient 28 - CD4 TEM,0.027267334511655687,0.00010032710801250822,0.8957818625527239,-0.0036324785694772763,0.04132126656525651,0.29952648940033616,0.00910307367413759,0.0,0
Patient 30 - CD4 TEM,0.035716467042640865,0.00010319717841444936,0.7600476716426618,0.05287833208714424,0.06414717438859596,0.30329313532726976,0.03366593501171416,0.0,0
Patient 34 - CD4 TEM,0.03442373339412084,0.00013601962246805654,0.9579094313161269,-0.004198513778643337,0.029617062005992886,0.5388321023241688,-0.03169864450987444,0.0,0
Patient 35 - CD4 TEM,-0.09490459421112636,0.26585589599763915,0.9673814194654866,-0.07408324138541553,-0.05244549364795871,0.5294203296747955,-0.10612314415098088,0.0,0
Patient 43 - CD4 TEM,-0.11329069626093331,0.09342853152584477,0.6358502872302672,-0.09431215347621331,-0.09894317247163269,0.0968567614994636,-0.2144256236221333,0.0,0
Patient 44 - CD4 TEM,-0.05364960310187432,0.058846957266801656,0.7049023339797496,-0.09406149552896885,-0.12862666838545303,0.24922139499373785,-0.15637757780886097,0.0,0
Patient 45 - CD4 TEM,-0.006915255916326258,0.15704397881174853,0.734614876355267,0.005734043560185594,-0.0352246451487019,0.3031036410113372,-0.040510641870085844,0.0,0
Patient 52 - CD4 TEM,-0.03681192595182232,0.06111946082004123,0.6586851461413991,-0.10227119034674756,-0.08659005138220144,0.0806934005028166,-0.06390118372310315,0.0,0
Patient 52A - CD4 TEM,0.02960918236435268,0.00011719537376709315,1.0,0.007746225405126189,-0.006951464463058371,0.36255701193472606,0.02036549858062092,0.0,0
Patient 54 - CD4 TEM,0.06443826577329104,0.3608106453317811,0.9592409305229574,0.047963342387118066,0.10014066140865,0.46509554586636814,0.048524304602160916,0.0,0
Patient 56 - CD4 TEM,-0.0686703713918573,0.010345764293761541,0.5895176258281861,-0.0726232575216135,-0.06481441978764631,0.12010309741524716,-0.07276747699444834,0.0,0
Patient 58 - CD4 TEM,0.015743093783118844,0.025115572121880276,1.0,0.025830792674238653,0.023900825664194884,0.05477110536410936,-0.00558442741956116,0.0,0
Patient 60 - CD4 TEM,-0.014758072626141218,0.00012328391223655514,0.8871707161385307,-0.042420687557894333,0.015238826934541885,0.3659182626397289,-0.08613159100942634,0.0,0
Patient 61 - CD4 TEM,0.035137429593033405,0.0001026820159738315,0.8503889193262342,-0.014624091901172476,-0.012565122051823193,0.13329931097526626,-0.010807665700479495,0.0,0
Patient 62 - CD4 TEM,0.026126529229950256,0.00011148965416948169,0.6969492614825245,-0.0042714617401717605,0.021384332179167506,0.2153064357750123,-0.04712017247225273,0.0,0
Patient 63 - CD4 TEM,-0.0004961669584362489,0.006111518276654306,0.8849833229039827,0.01438957046657714,0.08731142205108142,0.11487762130186142,-0.060397763167948905,0.0,0
Patient 66 - CD4 TEM,0.07940665531150638,0.24288398428369257,0.7179173650153023,0.06171894591868483,0.08095463051627869,0.3897965921561352,0.024065350523879456,0.0,0
Patient 68 - CD4 TEM,0.034160469684388343,0.00012496637446052306,1.0,0.032298965756379805,0.08853153410604021,0.4063718988950858,0.027207846283411725,0.0,0
Patient 69 - CD4 TEM,-0.005744899274615596,0.0001337111501378604,0.8688951190448412,-0.02614651473610462,-0.014553824101400291,0.4844309013163505,0.0228488773943889,0.0,0
Patient 70 - CD4 TEM,0.06775227434194478,0.33250205665282956,0.9055744677999186,0.07086573151606347,0.0669486396403227,0.48840026472325343,0.0022396189287872477,0.0,0
Patient 79 - CD4 TEM,-0.0571531564829471,0.1811612441578512,0.6607748477765388,-0.057641799720045156,-0.03524655901760102,0.29857120878902316,-0.0957572090391649,0.0,0
Patient 19186-2 - CD4 TEM,0.017864277609187237,0.00012357429604109785,1.0,0.057074519859652464,0.08969309603647041,0.22778796125326936,-0.012186894149241716,0.0,0
Patient 19186-3 - CD4 TEM,0.01965962987638879,0.0001224675033739274,1.0,0.018261178465844005,-0.005280867588842923,0.1922292640673011,-0.01962604229449451,0.0,0
Patient 19186-4 - CD4 TEM,0.05272356926173906,0.16204339463368492,0.33741389505926767,0.10209531840218197,0.15193572455156587,0.20869220750280132,4.667565748405423e-06,0.0,0
Patient 19186-8 - CD4 TEM,0.030718769595919584,0.19552651261711027,0.24838854302389585,0.061651566759565624,-0.00044082572199182293,0.2910066310241402,1.4607287862076134e-06,0.0,0
Patient 19186-10-T1 - CD4 TEM,-0.07840767698509826,0.00011218757781444394,0.9957383071117685,-0.05876890685833859,-0.0711692520746649,0.27900564539772654,1.0325681028076904e-05,0.0,0
Patient 19186-10-T2 - CD4 TEM,-0.006101468474899253,9.50310900833806e-05,0.8919904311622141,0.012870685679640032,0.15718936402304134,0.15208994182469768,9.920450850278722e-06,0.0,0
Patient 19186-10-T3 - CD4 TEM,-0.06535680857400769,0.00011378334668152015,0.7897667096163673,0.0003715916283384688,0.06092396702351585,0.2711323526673143,7.996022080941733e-06,0.0,0
Patient 19186-15-T1 - CD4 TEM,-0.06712984935701583,7.652150960535017e-05,0.42636294614738657,0.002683196063317652,0.05201459623998644,0.8679194878944192,5.98363326990398e-06,0.0,0
Patient 19186-15-T2 - CD4 TEM,-0.057697832607133216,7.659678941876152e-05,0.4948883757571545,-0.004248404993649011,0.03474370475685231,0.8353245136149806,1.0035890934091626e-05,0.0,0
Patient 19186-15-T3 - CD4 TEM,-0.038959681306268874,8.248790650450377e-05,0.5052406930900503,0.008188017082577081,0.028575485731156043,0.388064712703051,1.0478350407378828e-05,0.0,0
Patient 19186-14 - CD4 TEM,0.036599675556905666,8.430232078604187e-05,0.7237163811933154,0.025048914561152765,0.04364441904166024,0.1295535313946239,0.017748458975249383,0.0,0
Patient 21368-3 - CD4 TEM,0.022968041196114678,9.873207353072662e-05,0.8134453576492143,0.02564810607913379,0.08225795878735961,0.18826035163274848,0.04938968471295918,0.0,0
Patient 21368-4 - CD4 TEM,-0.019275881759757505,8.889505784099235e-05,0.7389468300751778,0.01625364267375675,-0.0003926614284612839,0.10812213709249927,0.006997318648657888,0.0,0
Patient 406 - CD4 TEM,0.02282246301150374,0.16651933097562832,0.2957219732185921,0.061473376176451364,0.10270782096058154,0.17694637962864165,4.213996351281296e-06,0.0,0
Patient 26 - CD4 TEMRA,0.22387503424020036,0.00010932513271986247,0.390776356480848,0.11249721158025597,0.23299915714678535,0.3625408325315128,0.22953358170171992,0.0,0
Patient 28 - CD4 TEMRA,0.12823561846706014,8.068535205785344e-05,0.984210222560203,0.07409273487248086,0.13631247104982222,0.1777821764598206,0.10598723489676036,0.0,0
Patient 30 - CD4 TEMRA,-0.056442028417027765,0.00012438681169603876,0.7764848216690928,-0.1053210090609777,0.02590548732979415,0.19520226466251048,-0.08119378432285745,0.0,0
Patient 34 - CD4 TEMRA,0.6402782068185088,0.0002329070965459316,0.9451991584413738,0.3777541199925047,0.43448430050327774,0.8800993692221446,0.2641063653126204,0.0,0
Patient 35 - CD4 TEMRA,-0.08926047002996139,0.1607142200491337,1.0,-0.08805109723551592,-0.0862436227672586,0.1736007085546246,-0.24582261641679468,0.0,0
Patient 43 - CD4 TEMRA,-0.30395254505704994,0.11126626319076331,0.4112304637715258,-0.09515206955522888,-0.14929991405026452,-0.11205867504321321,-0.42174646001982646,0.0,0
Patient 44 - CD4 TEMRA,-0.0675452073637091,-0.07395010972811837,0.38671511074880915,-0.09897925575499374,-0.016457595227186733,0.01578727624572273,-0.0867911486116542,0.0,0
Patient 45 - CD4 TEMRA,0.12964469871204737,0.11326053039630889,0.42027655958318294,0.10129910238387949,0.09297509050900771,0.2632161232225032,0.05098862860675025,0.0,0
Patient 52 - CD4 TEMRA,-0.03721000296652359,-0.0619539027652451,0.6235606926770695,-0.11161031348309558,-0.09162570641478424,-0.08373040575281693,-0.06337630749896535,0.0,0
Patient 52A - CD4 TEMRA,0.03194815247652068,6.962349820923687e-05,0.9243211040379611,0.016938465331957253,-0.030798328576669982,0.030095799039312258,0.02580601464115675,0.0,0
Patient 54 - CD4 TEMRA,0.09570324974297188,0.14707655406353248,0.7465414312728659,-0.31856072560658116,0.020213789353061166,-0.05430160901395454,-0.3548856676200415,0.0,0
Patient 56 - CD4 TEMRA,-0.05667991554733164,-0.12021740101280247,0.5543850887337206,-0.10790494631880976,-0.10128830704989128,-0.056441270604382095,-0.09738653509042967,0.0,0
Patient 58 - CD4 TEMRA,-0.02932813128604359,-0.06255615808988516,1.0,-0.3586700687716916,-0.2361392368726781,0.08848504050310933,-0.21857888799465344,0.0,0
Patient 60 - CD4 TEMRA,0.015396238110981243,0.00013469746905587975,0.5873003648251203,-0.15502344678380744,0.0697436055267479,0.39162371946757873,0.016373753777195577,0.0,0
Patient 61 - CD4 TEMRA,0.0669553986564306,8.782460717425634e-05,0.7391107424846262,0.009071958482702263,-0.006080925185903024,0.027359176138623674,-0.0021713465672407004,0.0,0
Patient 62 - CD4 TEMRA,0.00019930889492875324,9.618116032916153e-05,0.9785312144237244,-0.03862124873707088,-0.06479226326742249,0.04921520500990246,-0.07503444443838246,0.0,0
Patient 63 - CD4 TEMRA,0.054602313892705846,-0.06741524459439882,0.22244576540236435,0.06240647369396437,0.05914202922519656,0.09756107763680738,-0.15521142718889314,0.0,0
Patient 66 - CD4 TEMRA,0.2812046021406614,0.3088956043053777,0.807416368198346,0.31656543162175566,0.36524080324561403,0.34662548385477393,0.33984075318805435,0.0,0
Patient 68 - CD4 TEMRA,0.053052408707253314,9.684101501898142e-05,1.0,0.04623874380690497,0.10100678942809897,0.11158157940169541,0.052903873483253996,0.0,0
Patient 69 - CD4 TEMRA,-0.1152879343533045,0.0001565488050036445,0.6527094992128897,-0.1912344688960069,-0.2467353623484444,0.16115370554260783,-0.045722561062127326,0.0,0
Patient 70 - CD4 TEMRA,0.025981640536963325,0.1515296541059686,1.0,0.055000973762591,0.21698535749310655,0.39369629002493817,0.0028880402548874663,0.0,0
Patient 79 - CD4 TEMRA,-0.36802132131861354,-0.1633452618377262,-0.25898197522664973,-0.4697325212610684,-0.6708176224358929,0.018781209832215543,-0.7442261292293905,0.0,0
Patient 19186-2 - CD4 TEMRA,0.027427664508024887,9.687946296552252e-05,1.0,0.06469971067716854,0.09124546540500356,0.1105483591841359,0.010422694044432633,0.0,0
Patient 19186-3 - CD4 TEMRA,0.056699667335032,9.89884602079601e-05,1.0,0.09810502250422179,0.08019327859646029,0.10993273648577237,0.061854064446481026,0.0,0
